intervalo,estimativa,Minutos,atrasado
9,5,574,1
11,8,90,1
9,0,60,0
11,0,141,1
11,8,444,0
20,0,480,1
8,0,24,1
11,16,764,1
20,16,700,1
11,5,630,1
0,0,15,1
1,0,5,1
10,3,60,0
13,3,99,1
3,0,30,0
10,0,34,0
10,0,391,1
11,5,120,1
9,0,180,0
4,0,30,1
3,0,55,0
11,0,220,1
490,5,180,0
28,0,1005,1
11,8,480,1
21,5,300,1
2,0,30,1
9,0,289,0
15,0,180,1
15,3,130,1
3,2,45,1
11,8,450,1
0,0,30,0
11,3,120,0
0,0,10,1
3,5,300,1
9,0,270,0
24,16,1205,1
11,8,480,1
11,2,150,0
3,0,150,1
0,0,240,1
11,5,199,0
11,5,279,0
3,0,260,0
3,0,360,1
12,2,60,0
11,16,1115,1
11,5,421,1
2,0,120,1
0,0,120,1
14,3,199,0
8,0,40,0
11,3,150,0
0,0,71,1
11,8,627,1
18,3,180,0
5,0,288,1
0,0,479,1
11,0,120,0
0,0,169,1
9,0,120,0
86,5,300,0
11,5,299,0
11,8,282,0
1,0,110,0
7,0,60,1
0,0,374,1
-1,0,180,1
2,0,120,0
3,0,985,1
3,0,135,1
7,0,214,1
11,3,120,0
2,0,210,0
28,16,950,1
9,16,635,1
4,0,1045,1
11,8,479,0
0,0,45,1
11,5,330,1
3,5,214,1
14,8,544,1
11,2,55,1
325,16,2134,0
22,3,180,0
0,0,77,1
9,0,240,0
8,0,60,0
0,0,454,1
17,0,30,0
11,16,840,1
11,0,1125,1
11,8,480,1
11,3,114,1
2,0,390,0
11,2,98,1
7,0,99,0
9,8,480,0
12,0,49,0
23,5,474,0
1,0,145,0
23,3,30,0
11,0,60,0
24,3,320,1
2,0,405,0
11,0,160,0
14,0,1466,1
22,5,300,0
2,0,174,0
9,0,17,1
0,0,405,1
4,0,60,0
1,0,92,0
66,8,390,1
11,2,99,0
10,0,628,0
0,0,15,1
11,16,40,1
0,16,514,1
2,0,180,1
39,24,1107,0
11,5,675,1
11,5,139,1
0,0,139,1
4,0,95,1
2,0,90,0
4,0,15,0
10,0,90,0
11,2,30,0
4,0,206,1
11,5,354,0
15,2,40,1
8,0,24,0
11,8,270,1
3,0,95,1
4,0,139,0
0,5,180,1
73,24,1470,0
15,2,20,0
13,5,300,1
16,5,190,0
1,0,180,0
1,0,135,0
11,8,479,0
10,8,480,1
0,0,49,1
3,5,604,1
23,3,24,0
0,0,191,1
11,8,300,0
0,0,462,1
2,2,94,1
11,2,60,0
10,8,1059,1
25,8,249,1
0,0,130,1
0,0,93,1
2,0,60,0
11,8,837,1
4,0,30,1
10,0,168,0
24,5,395,0
10,5,248,1
12,2,80,0
11,3,120,0
11,8,380,1
3,0,59,1
11,3,195,1
0,0,127,1
11,16,2080,1
10,5,175,1
0,0,30,1
10,2,32,1
25,0,1227,0
9,0,214,0
3,0,469,1
0,0,80,1
7,0,8,1
0,0,805,1
15,0,664,0
10,0,24,0
4,0,150,0
10,0,442,0
0,0,60,0
3,0,49,0
17,2,120,0
12,5,158,0
8,0,210,1
11,3,510,1
7,2,120,0
11,0,390,0
0,16,685,1
12,0,69,1
11,3,90,1
0,0,509,1
11,8,1247,1
17,2,24,1
11,3,435,1
31,3,120,0
4,0,1044,1
9,0,60,0
4,0,489,1
9,5,30,1
0,0,701,1
4,0,270,1
17,0,110,0
11,0,105,0
2,0,395,0
4,0,195,0
11,3,270,0
1,0,510,1
2,0,120,0
11,2,120,0
7,0,210,1
3,0,139,0
20,5,60,1
13,5,165,1
15,0,99,0
13,0,680,1
12,0,107,1
8,0,395,0
8,0,395,1
7,2,156,1
18,5,275,1
4,0,120,0
0,0,120,1
4,2,120,0
4,0,99,0
0,8,376,1
27,5,296,1
15,5,210,0
11,5,670,1
25,5,390,1
0,0,120,1
24,8,1041,1
8,0,84,0
11,2,99,0
0,16,865,1
22,5,480,0
9,0,195,0
8,0,114,0
11,0,694,1
0,16,124,1
11,5,450,1
18,3,180,1
11,0,255,0
25,16,30,1
3,0,45,0
8,0,360,0
11,0,120,0
1,0,60,1
20,8,1120,1
1,0,5,1
4,0,55,1
9,0,20,1
11,5,239,0
1,0,120,1
11,16,758,1
14,2,24,0
11,5,180,0
25,0,1461,1
13,16,443,0
1,0,120,1
15,16,180,1
11,2,30,0
10,0,588,1
8,0,302,1
7,0,46,1
8,0,139,0
0,0,1240,1
0,8,1180,1
3,0,91,0
10,0,190,0
11,3,72,1
9,0,409,0
11,8,1085,0
15,0,220,0
8,0,20,0
4,0,0,1
0,0,0,1
32,0,0,0
0,0,0,1
5,0,0,1
0,0,0,0
13,0,0,0
7,0,0,0
0,0,0,1
4,0,0,1
0,0,0,0
10,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
3,0,0,0
0,0,0,1
11,5,0,0
0,0,0,0
18,0,0,1
5,0,0,1
0,0,0,0
8,0,0,0
9,0,0,1
0,0,0,1
34,0,0,1
0,0,0,0
0,0,0,1
2,0,0,1
0,0,0,1
13,3,0,0
3,0,0,1
11,0,0,0
14,0,0,1
3,0,0,1
0,0,0,1
0,0,0,0
6,0,0,0
0,0,0,1
8,0,0,0
3,3,0,1
1,0,0,0
16,0,0,1
0,0,0,1
0,0,0,0
4,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
109,0,0,0
24,3,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
8,0,0,0
0,0,0,1
0,0,0,0
7,0,0,0
10,0,0,0
2,0,0,0
0,0,0,1
3,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
2,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
11,2,0,0
7,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
74,0,0,1
14,0,0,0
11,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
7,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
3,5,0,0
18,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
11,3,0,0
0,0,0,1
0,0,0,0
0,0,0,0
13,0,0,1
74,2,0,1
0,0,0,0
0,0,0,1
35,6,0,0
0,0,0,0
34,0,0,0
203,0,0,0
11,0,0,0
8,0,0,0
0,0,0,1
6,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
11,0,0,1
0,0,0,1
0,0,0,1
26,0,0,0
1,0,0,1
16,0,0,0
0,0,0,1
12,5,0,0
18,0,0,1
0,0,0,1
0,0,0,0
8,0,0,0
0,0,0,1
9,3,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
11,0,0,0
13,3,0,0
27,0,0,0
0,0,0,0
16,0,0,0
4,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
11,2,90,0
11,5,444,1
4,0,10,0
11,0,180,1
11,0,150,0
11,2,60,0
18,2,15,1
35,16,660,1
10,0,6,1
16,5,120,0
8,2,80,0
11,3,180,1
11,5,360,0
3,0,550,1
9,0,8,0
2,0,160,0
16,5,300,1
10,0,390,0
11,5,225,0
3,0,480,1
4,0,60,0
8,0,151,1
95,5,429,1
1,0,180,0
4,0,42,0
34,0,180,0
25,0,1345,1
11,8,309,0
7,0,300,0
4,0,30,0
16,8,705,1
12,16,1744,1
11,8,531,1
16,16,1220,1
10,0,110,0
0,0,180,1
16,8,621,0
13,0,370,0
9,0,120,0
7,0,120,0
11,5,299,1
4,0,60,0
11,16,1515,0
10,0,309,0
4,0,450,1
8,0,14,0
14,8,280,1
11,16,758,1
11,24,2445,1
0,0,10,1
16,16,944,1
9,0,150,0
7,0,270,0
13,0,610,1
39,5,480,1
11,16,1140,1
14,0,1408,1
11,5,474,1
11,5,270,1
4,0,53,0
0,0,112,1
21,0,199,1
23,0,225,1
0,0,618,1
11,5,240,0
11,3,60,0
3,0,90,0
11,3,150,1
9,3,580,0
14,0,739,1
0,16,145,1
50,8,271,1
11,16,852,1
11,0,175,1
0,0,419,1
15,0,5,0
0,0,283,1
7,0,60,0
3,8,886,1
2,0,10,0
11,8,480,1
18,2,60,1
0,0,234,1
11,16,739,1
0,0,1135,1
11,16,1190,1
3,0,105,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
22,0,0,0
6,0,0,1
2,0,0,0
0,0,0,1
12,5,0,1
32,0,0,1
0,0,0,1
8,0,0,0
5,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
10,0,0,1
28,0,0,0
0,0,0,1
0,0,0,0
8,0,0,1
6,0,0,0
33,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
2,0,0,1
0,0,0,1
3,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
14,0,0,1
0,0,0,1
3,0,0,1
3,0,0,1
0,0,0,1
12,4,0,0
0,0,0,0
0,0,0,1
23,0,0,1
8,0,0,0
0,0,0,1
2,0,0,1
0,0,0,0
0,8,0,1
1,0,0,1
11,3,0,1
0,0,0,0
0,0,0,1
3,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
8,0,0,1
0,0,0,1
4,0,0,0
5,0,0,1
10,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
15,0,0,0
4,0,0,0
0,0,0,1
0,0,0,0
9,0,0,0
24,0,0,1
11,0,0,0
0,0,0,0
16,0,0,1
2,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
10,1,0,0
0,0,0,1
0,0,0,1
14,5,0,1
25,8,0,0
0,0,0,0
10,0,0,0
0,0,0,0
10,0,0,0
0,0,0,0
2,5,0,1
0,0,0,1
0,0,0,1
24,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
34,0,0,1
1,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
3,1,0,0
20,0,0,1
0,0,0,0
0,0,0,1
7,0,0,1
0,0,0,1
3,0,0,0
3,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
10,0,0,0
0,0,0,1
0,0,0,0
11,0,0,1
0,0,0,1
0,0,0,1
29,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
20,0,0,0
0,0,0,1
11,0,0,1
0,0,0,0
10,0,0,0
32,0,0,0
5,0,0,1
11,2,0,1
0,0,0,1
13,0,0,1
0,0,0,1
0,0,0,1
3,0,0,1
11,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
24,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
2,0,0,0
14,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
9,0,0,0
7,0,0,0
20,0,0,0
8,0,0,0
15,4,0,1
5,0,0,0
2,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
2,0,0,1
14,2,0,0
9,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
13,0,0,0
28,0,0,1
3,0,0,1
27,0,0,0
34,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
30,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
10,0,0,0
11,5,0,0
0,0,0,1
9,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
45,153,0,1
12,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
21,0,0,0
0,0,0,0
30,0,0,0
0,0,0,1
6,0,0,0
0,0,0,1
0,0,0,0
29,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
2,0,0,0
32,0,0,1
1,0,0,0
22,0,0,1
15,0,0,1
0,0,0,1
0,0,0,1
2,0,0,1
0,0,0,1
5,0,0,1
22,0,0,0
0,0,0,1
58,0,0,1
0,0,0,1
2,1,0,0
0,0,0,1
31,0,0,1
0,0,0,0
4,0,0,1
2,0,0,1
1,2,0,1
5,0,0,1
0,0,0,0
2,0,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
8,0,0,1
0,0,0,1
0,0,0,0
10,5,0,1
0,0,0,1
0,0,0,1
0,0,0,1
3,0,0,0
9,0,0,0
0,0,0,1
12,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
79,0,0,1
2,0,0,1
4,0,0,0
0,0,0,1
26,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
16,0,0,0
2,0,0,1
0,0,0,1
-3,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
15,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
2,0,0,0
48,0,0,0
13,0,0,1
0,0,0,0
12,8,0,0
0,0,0,0
53,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
20,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
1,0,0,1
58,0,0,0
16,0,0,0
0,0,0,1
8,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
4,9,0,1
0,0,0,1
15,4,0,1
0,0,0,1
0,0,0,1
18,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
4,0,0,1
12,0,0,0
8,0,0,1
13,0,0,0
5,0,0,0
0,0,0,1
0,0,0,1
6,2,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
13,0,0,1
0,0,0,0
3,0,0,1
0,0,0,0
1,0,0,1
17,0,0,0
0,0,0,1
-11,0,0,1
0,0,0,1
5,0,0,1
13,0,0,0
0,0,0,1
10,0,0,0
0,0,0,0
10,0,0,0
0,0,0,1
12,0,0,1
3,0,0,1
0,0,0,0
0,0,0,1
27,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
1,12,0,1
0,0,0,1
14,5,0,1
17,0,0,1
0,0,0,1
3,1,0,0
21,0,0,1
3,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
9,0,0,0
0,0,0,1
0,0,0,1
31,0,0,1
0,0,0,1
0,0,0,1
7,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
8,0,0,0
0,8,0,1
0,0,0,1
1,0,0,0
52,0,0,1
3,0,0,1
2,0,0,1
0,0,0,1
23,0,0,0
1,0,0,1
2,0,0,1
23,0,0,1
0,0,0,0
11,2,0,0
0,0,0,1
13,0,0,0
6,0,0,1
0,0,0,1
20,0,0,1
22,0,0,0
0,0,0,1
7,0,0,1
5,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
9,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,8,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,16,0,1
35,0,0,1
0,0,0,1
12,5,0,1
0,0,0,1
10,0,0,0
19,0,0,1
40,0,0,0
0,0,0,1
3,0,0,0
0,0,0,1
0,8,0,1
0,0,0,1
0,0,0,1
17,0,0,0
0,0,0,1
24,0,0,0
1,0,0,1
15,0,0,0
3,3,0,1
10,0,0,0
24,0,0,0
25,0,0,1
0,0,0,1
28,0,0,0
26,0,0,1
26,0,0,1
11,0,0,0
0,0,0,1
13,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
5,0,0,1
11,0,0,1
0,0,0,0
12,0,0,0
2,0,0,1
0,0,0,1
11,3,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
14,6,0,1
2,0,0,0
0,0,0,1
12,5,0,1
13,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
2,0,0,0
0,0,0,0
14,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
32,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
4,0,0,1
0,0,0,1
2,0,0,0
0,0,0,1
3,0,0,0
23,0,0,1
0,0,0,0
0,0,0,1
13,0,0,1
20,0,0,0
12,2,0,0
1,0,0,1
0,0,0,1
0,0,0,1
50,0,0,0
0,0,0,1
0,0,0,0
2,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
7,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
13,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
8,0,0,1
0,0,0,0
4,0,0,0
2,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
4,0,0,0
8,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
2,0,0,0
10,0,0,0
0,0,0,1
31,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
11,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
16,0,0,0
19,0,0,0
4,0,0,0
9,0,0,0
0,0,0,1
2,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
3,0,0,0
0,0,0,0
0,0,0,1
7,0,0,1
0,0,0,1
30,0,0,0
3,9,0,1
14,5,0,1
0,0,0,1
0,0,0,1
3,2,0,1
0,0,0,1
5,0,0,1
11,8,0,0
0,0,0,1
0,0,0,1
0,0,0,1
13,1,0,0
1,16,0,1
0,0,0,0
2,6,0,0
25,0,0,0
3,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
14,1,0,0
0,0,0,1
10,0,0,1
2,0,0,0
21,0,0,0
0,0,0,0
28,5,0,1
2,0,0,0
0,0,0,0
4,0,0,0
16,8,0,1
11,8,0,1
0,0,0,0
12,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
7,0,0,0
33,0,0,0
2,0,0,1
0,0,0,0
1,0,0,0
2,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
15,0,0,1
0,0,0,0
0,0,0,0
9,0,0,0
0,0,0,1
0,0,0,0
14,0,0,1
0,0,0,1
0,0,0,1
6,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
22,6,0,1
0,0,0,1
6,0,0,0
19,0,0,1
0,0,0,1
22,0,0,1
0,0,0,1
14,0,0,0
0,0,0,0
11,8,0,1
0,0,0,0
0,0,0,1
2,0,0,1
0,0,0,1
0,0,0,0
21,0,0,0
0,0,0,0
28,153,0,1
4,0,0,1
15,0,0,0
0,0,0,1
0,0,0,1
10,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
3,0,0,0
10,0,0,1
30,0,0,0
11,5,0,0
0,0,0,1
2,0,0,1
0,0,0,1
0,0,0,1
6,0,0,0
0,0,0,0
2,0,0,0
12,2,0,0
0,0,0,1
0,0,0,0
0,0,0,1
11,1,0,1
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
11,0,0,0
0,0,0,1
11,2,0,1
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
2,0,0,0
0,0,0,1
30,0,0,1
5,0,0,1
12,8,0,1
0,0,0,0
34,0,0,0
3,0,0,0
0,0,0,1
2,0,0,1
17,0,0,0
22,0,0,1
14,0,0,1
0,0,0,0
5,0,0,0
0,0,0,1
0,0,0,1
8,0,0,0
0,0,0,1
0,0,0,1
12,8,0,1
0,16,0,1
0,0,0,1
14,0,0,0
0,0,0,0
0,0,0,0
29,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
19,0,0,0
0,0,0,1
15,0,0,0
0,0,0,0
28,0,0,0
0,0,0,0
0,0,0,1
3,0,0,0
1,0,0,0
15,0,0,0
4,0,0,0
0,0,0,1
24,3,0,1
0,0,0,1
3,0,0,1
0,0,0,1
20,0,0,0
12,3,0,0
27,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
1,0,0,1
8,0,0,1
0,0,0,1
4,0,0,1
13,0,0,0
0,0,0,1
21,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
7,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
8,0,0,1
0,0,0,0
45,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
47,0,0,1
18,0,0,1
0,0,0,1
5,0,0,1
28,0,0,0
6,0,0,0
0,0,0,1
0,0,0,1
27,0,0,0
0,0,0,1
5,0,0,0
0,0,0,1
8,0,0,0
0,0,0,1
20,0,0,0
0,0,0,1
44,0,0,0
0,0,0,1
3,0,0,0
35,0,0,1
17,0,0,0
102,0,0,1
0,0,0,1
0,0,0,0
6,0,0,0
0,0,0,1
28,0,0,1
0,0,0,0
0,0,0,0
21,0,0,1
8,0,0,1
4,0,0,1
0,0,0,0
19,0,0,1
0,0,0,0
0,0,0,1
10,0,0,0
21,0,0,0
1,0,0,1
3,0,0,1
0,0,0,0
19,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
2,0,0,0
0,0,0,0
23,0,0,0
4,0,0,1
3,0,0,1
0,0,0,1
12,2,0,0
5,0,0,1
0,0,0,0
11,0,0,1
0,0,0,0
8,0,0,1
0,0,0,1
2,0,0,1
22,0,0,1
0,0,0,0
1,0,0,1
8,0,0,0
10,0,0,0
0,0,0,0
28,0,0,0
0,0,0,1
2,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
19,0,0,0
0,0,0,1
14,5,0,1
4,0,0,0
0,0,0,1
0,0,0,1
2,0,0,1
0,0,0,0
14,0,0,0
2,0,0,1
0,0,0,0
0,0,0,1
44,0,0,1
5,0,0,0
0,0,0,1
15,3,0,0
0,0,0,1
10,0,0,0
0,0,0,0
17,0,0,0
12,3,0,1
12,0,0,0
14,8,0,1
0,0,0,1
7,0,0,1
18,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
36,8,0,1
2,0,0,0
103,0,0,1
0,0,0,1
0,0,0,1
6,0,0,1
15,0,0,0
14,1,0,0
0,0,0,1
0,0,0,0
17,0,0,0
15,0,0,0
0,0,0,0
0,0,0,0
0,16,0,1
4,0,0,1
0,0,0,0
4,0,0,1
0,0,0,1
74,0,0,1
22,0,0,0
0,0,0,1
0,0,0,1
85,0,0,1
0,0,0,1
10,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
22,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
29,0,0,0
10,0,0,0
11,2,0,0
11,5,0,0
0,0,0,1
0,0,0,1
34,0,0,0
193,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
11,2,0,1
0,0,0,1
11,2,0,1
9,0,0,0
0,0,0,1
0,0,0,1
4,0,0,0
10,0,0,1
0,0,0,0
15,0,0,0
3,0,0,0
0,0,0,0
12,3,0,0
11,0,0,0
0,0,0,1
0,0,0,1
8,0,0,0
0,0,0,0
0,0,0,1
21,0,0,1
0,0,0,1
18,0,0,1
3,0,0,0
0,0,0,1
0,0,0,1
3,0,0,0
5,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
11,0,0,0
16,0,0,1
10,0,0,1
0,0,0,0
14,0,0,0
0,0,0,0
0,0,0,1
10,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
5,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
22,0,0,0
0,0,0,1
0,0,0,1
23,0,0,1
0,0,0,0
27,0,0,1
18,0,0,0
23,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
21,0,0,0
0,0,0,1
5,1,0,1
9,0,0,0
27,0,0,0
9,0,0,1
6,0,0,1
1,0,0,0
1,0,0,1
25,0,0,1
4,20,0,1
25,3,0,1
3,0,0,1
0,0,0,0
16,0,0,1
24,8,0,1
1,0,0,0
9,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
15,0,0,0
16,16,0,0
0,0,0,0
5,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
3,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
165,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,17,0,1
14,0,0,0
14,5,0,1
11,16,0,1
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
7,0,0,0
22,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
