intervalo,estimativa,Minutos,atrasado
11,16,1029,0
22,8,49,1
11,2,120,1
13,8,356,1
4,0,214,0
10,0,669,0
15,16,1950,1
11,3,140,1
9,5,223,0
9,5,255,1
21,16,150,1
3,0,670,0
0,0,270,1
1,0,30,1
4,8,480,1
11,5,300,1
14,3,99,0
63,1,240,0
11,8,1252,1
10,3,49,0
13,0,30,1
0,0,1139,1
10,0,30,0
12,0,325,1
11,8,869,1
3,0,160,0
1,3,180,0
0,0,1153,1
11,3,251,0
14,3,37,1
17,16,1260,1
9,0,110,0
11,5,279,1
15,2,5,0
11,0,49,0
29,0,1554,1
1,0,10,1
4,0,61,0
14,3,135,1
9,0,90,0
1,0,565,1
3,22,65,0
14,2,16,1
2,0,60,0
4,0,240,0
0,0,120,1
13,16,399,0
4,0,46,0
1,0,150,1
7,0,34,0
1,0,60,0
16,0,60,1
25,16,305,0
10,8,210,1
1,0,467,1
8,0,49,0
25,16,1594,1
12,0,15,0
10,0,120,0
0,0,113,1
11,0,770,1
11,0,57,0
10,0,450,0
9,2,60,0
10,0,113,0
32,0,1025,0
2,0,35,0
-15,0,11,1
8,0,2331,1
3,0,124,0
11,2,154,1
12,5,255,0
4,0,49,0
1,0,180,1
1,0,499,1
0,5,205,1
11,0,218,1
0,16,338,1
7,0,255,0
11,16,1747,1
10,0,30,1
14,2,60,1
11,3,45,0
4,0,30,1
14,2,69,1
17,3,180,0
3,0,24,0
9,0,53,0
7,0,963,1
10,0,30,0
14,5,300,1
14,2,30,0
11,3,80,0
14,3,60,0
0,0,41,0
11,8,510,1
11,8,200,0
0,0,644,1
11,2,90,0
4,0,199,0
4,0,1453,1
11,0,975,1
0,0,140,1
1,0,60,1
7,0,869,1
11,5,180,0
10,0,190,0
11,16,730,0
4,0,135,1
1,0,75,0
11,0,180,0
7,0,30,0
13,16,429,1
10,0,30,0
25,0,1676,1
15,2,150,0
14,2,30,0
8,0,10,0
11,5,990,1
2,0,110,1
11,5,209,0
10,0,95,0
10,0,65,0
67,5,199,1
10,3,90,0
7,0,285,0
11,8,480,1
18,20,861,1
2,0,465,1
10,0,30,0
3,0,20,0
9,0,90,0
12,2,240,0
8,0,610,1
8,16,1239,1
25,0,769,0
9,8,229,1
3,0,30,0
11,5,120,1
7,8,497,0
11,24,1440,1
0,0,36,1
11,8,504,1
11,8,480,0
9,0,432,0
2,0,30,0
1,0,199,1
4,0,90,0
2,0,1074,1
11,2,46,1
11,5,90,0
9,0,99,0
10,0,350,0
1,0,69,1
4,0,175,1
2,0,53,1
7,0,840,1
39,5,214,1
8,0,199,1
9,0,120,0
11,5,300,1
7,0,150,1
11,8,320,1
11,5,241,0
14,16,190,0
21,0,55,0
4,0,314,1
11,0,1,0
0,0,377,1
11,8,619,1
7,0,60,0
15,0,1610,1
25,3,90,1
25,0,1151,1
1,0,41,0
13,0,1766,1
2,0,20,0
7,0,90,1
2,0,130,0
11,3,180,1
11,5,57,1
11,3,45,0
11,3,1869,1
11,8,640,0
11,5,300,0
7,0,84,0
0,8,1140,1
1,0,249,0
1,0,45,0
11,2,34,0
1,0,60,0
10,3,125,1
14,2,30,1
11,0,865,1
1,0,690,1
3,0,225,0
4,0,169,1
9,8,515,1
17,16,1189,1
11,8,470,1
37,5,180,0
11,2,110,1
11,5,142,1
3,0,589,1
10,0,36,0
11,2,23,1
30,8,139,1
25,0,994,1
15,0,374,0
11,8,979,1
3,0,40,1
11,3,120,0
10,0,55,0
7,0,150,1
10,0,15,0
11,2,235,1
10,0,168,0
7,0,80,0
9,5,360,1
13,8,300,1
11,0,619,0
11,16,1130,1
8,0,120,0
4,0,23,0
20,8,395,1
0,0,555,1
4,2,105,0
14,2,120,1
15,3,139,1
8,0,84,0
4,0,275,0
11,5,780,0
8,0,10,0
3,0,80,0
0,0,120,1
11,2,23,1
3,0,80,0
1,0,240,1
1,5,139,1
10,0,90,0
11,16,960,0
0,0,45,1
0,0,180,1
25,8,889,1
32,8,420,1
2,0,141,0
22,8,480,1
11,8,555,1
10,0,90,1
6,3,154,1
0,0,318,1
11,5,180,1
11,8,664,1
11,2,11,1
7,0,350,1
-3,0,1059,1
3,0,12,0
25,16,1331,1
0,5,324,0
11,0,90,0
21,0,1199,1
6,0,130,1
11,5,150,1
0,0,180,0
4,0,160,0
0,0,120,0
11,5,555,0
1,0,244,1
13,8,597,1
11,8,330,1
11,2,45,1
7,0,280,0
11,2,90,0
4,0,90,0
2,0,20,1
0,0,330,1
10,2,26,0
3,0,570,1
9,0,109,0
10,8,375,1
11,2,10,0
11,5,337,0
4,0,120,0
4,0,150,1
15,2,30,0
11,8,392,1
11,2,90,0
7,0,520,1
3,5,420,1
11,8,480,1
9,0,150,0
8,0,11,0
11,5,998,0
0,0,180,0
18,16,919,1
18,5,180,0
24,16,1033,1
1,0,359,1
2,0,77,1
9,0,646,0
2,0,69,1
0,0,68,1
11,0,283,1
25,3,180,1
11,8,600,1
14,2,60,0
10,2,30,0
8,0,171,1
14,2,15,1
4,0,82,0
10,0,120,0
12,3,150,0
11,5,300,0
10,2,130,1
11,3,499,1
0,0,580,1
8,8,330,0
14,3,180,1
7,0,90,0
4,0,570,1
13,16,615,1
8,0,60,1
9,0,360,0
0,0,120,1
11,2,34,0
0,0,324,1
13,0,885,1
8,0,164,0
0,0,45,0
11,8,1097,1
25,8,660,1
11,5,240,1
11,2,30,1
9,8,199,1
11,5,495,1
0,16,532,1
25,4,60,0
11,0,90,0
25,2,60,1
9,0,690,1
11,2,45,1
3,0,60,1
6,0,120,0
6,0,22,1
11,3,99,1
1,0,120,0
11,2,73,0
3,0,15,0
3,0,214,0
9,8,479,1
11,2,60,1
13,0,4480,1
8,0,30,0
8,0,90,0
0,0,45,0
8,8,99,1
24,3,199,1
11,5,198,1
10,8,440,0
11,16,1260,1
14,0,36,0
11,5,300,1
1,0,285,1
3,0,377,1
1,0,20,0
0,0,716,1
7,0,150,0
4,0,120,1
11,0,67,0
8,0,24,0
16,2,30,1
0,0,69,1
11,8,739,1
15,2,120,0
3,0,80,0
0,0,320,1
0,0,315,1
11,5,390,1
2,0,20,0
14,2,61,1
11,8,110,1
11,2,60,1
14,3,180,0
4,0,90,0
0,0,60,1
12,8,404,0
2,2,119,1
2,0,165,0
0,0,116,1
25,16,1350,1
7,0,195,0
9,0,20,0
11,3,175,0
4,0,30,0
11,2,30,1
13,16,410,1
3,0,60,1
11,3,180,1
8,0,600,1
10,0,70,0
11,0,120,0
2,0,300,1
11,2,20,0
13,0,308,1
8,0,180,0
14,0,794,0
7,0,120,1
8,0,30,0
4,0,270,1
8,0,195,0
11,16,1002,1
11,0,214,0
11,8,589,1
11,3,51,0
11,0,3240,1
25,8,440,1
23,0,415,1
10,0,136,0
2,0,182,1
1,0,210,0
15,2,120,0
8,0,619,0
11,2,249,1
11,3,244,0
4,2,96,0
9,0,300,0
2,0,30,0
11,2,99,0
11,2,20,0
10,0,575,0
11,5,199,0
11,0,160,0
2,0,95,0
67,5,504,1
11,2,30,0
4,0,65,0
1,0,165,0
7,0,49,0
1,0,110,1
4,0,20,0
0,0,114,1
4,0,360,0
4,0,99,0
1,0,120,0
14,5,225,0
6,0,132,1
11,8,510,1
11,8,540,1
0,0,720,1
8,0,99,1
1,0,105,1
14,16,719,1
11,24,1266,1
0,0,80,1
9,0,84,0
1,0,20,0
14,16,120,1
148,40,2642,0
11,16,1262,1
0,0,72,1
19,16,554,1
0,3,261,1
0,0,90,1
13,5,473,0
13,0,1550,1
21,2,60,0
10,0,120,0
10,0,559,0
4,0,24,0
0,0,93,1
11,3,135,0
9,0,20,1
11,0,90,0
0,0,172,1
9,0,390,1
22,0,258,0
85,0,16,0
8,0,115,0
8,0,190,1
9,0,105,0
3,0,84,0
9,8,420,1
0,0,572,0
1,0,240,1
8,0,169,1
8,0,10,0
2,0,110,1
15,0,343,1
0,0,150,1
7,0,165,0
11,16,1012,1
4,0,312,1
11,5,420,0
20,5,70,1
10,0,229,0
13,2,90,0
1,0,60,1
11,2,120,0
25,16,1883,0
0,0,60,1
9,0,300,1
4,0,90,0
8,0,480,0
3,0,120,1
10,3,169,0
10,0,5,0
10,0,10,0
8,0,2695,1
15,8,1153,1
8,16,960,1
7,0,660,1
11,3,60,1
25,0,450,0
0,16,700,1
11,3,75,0
16,8,744,1
7,0,5,0
13,0,30,1
10,0,30,0
9,0,244,1
11,8,450,1
8,0,220,0
12,2,84,0
25,8,399,1
3,0,103,0
3,5,435,1
2,0,90,1
20,0,60,0
101,8,665,0
8,0,60,0
4,0,40,1
11,8,1094,0
9,0,120,1
0,0,60,1
11,2,73,1
25,16,1330,1
12,16,279,0
11,5,630,1
25,8,597,1
10,16,544,1
9,0,154,0
11,3,154,0
11,16,2815,1
11,0,135,0
11,5,150,1
0,0,49,0
84,3,999,0
10,16,870,1
11,3,309,0
7,0,375,1
0,0,45,1
11,2,120,1
11,8,1115,1
0,0,232,0
0,0,554,1
0,16,875,1
2,0,120,0
0,0,162,1
11,2,30,0
11,16,660,0
3,0,20,0
11,8,189,1
0,0,176,1
0,0,180,0
2,0,120,0
13,5,300,1
11,8,1319,1
25,0,360,0
11,3,239,0
3,0,274,0
11,16,811,1
1,0,65,0
11,3,180,1
3,0,205,1
15,0,1054,1
7,16,1110,1
25,16,1545,1
2,0,60,0
7,0,40,0
0,16,520,1
1,0,45,1
1,0,90,0
2,0,180,0
1,0,277,1
7,0,360,1
11,16,999,1
11,16,940,1
7,0,45,0
6,0,45,0
11,5,84,1
3,5,49,1
4,0,220,0
0,0,179,1
11,8,499,1
1,0,735,1
2,0,300,0
13,2,75,0
4,0,120,0
11,8,537,1
8,0,5,0
0,3,120,1
9,0,380,0
11,16,570,1
11,2,30,1
11,5,300,0
11,2,120,0
3,0,90,1
10,2,330,0
0,4,144,1
11,5,395,0
10,8,120,1
10,0,75,0
10,0,124,0
14,0,300,1
14,0,1048,0
4,0,430,0
2,0,5,1
2,0,150,0
2,0,470,0
4,0,300,0
4,0,627,1
8,0,150,0
11,5,34,1
8,0,15,0
1,0,275,1
2,0,77,1
17,3,150,1
0,0,123,1
16,3,139,0
32,0,25,1
0,0,1314,1
12,0,380,1
15,0,1147,1
11,3,180,1
4,0,30,0
4,5,279,0
2,0,510,1
19,0,2360,0
11,3,40,1
11,5,299,1
11,16,555,1
1,0,148,1
4,0,165,0
4,0,383,0
8,0,90,0
0,0,180,1
3,0,120,0
4,0,499,1
2,0,60,0
11,3,330,1
9,3,160,1
11,3,640,0
10,0,1550,1
11,16,1084,1
11,2,20,0
11,5,349,0
10,5,308,1
43,0,149,0
13,3,330,1
11,5,706,0
3,0,240,0
-1,0,60,1
11,8,390,1
67,16,1050,1
8,0,30,0
14,0,199,0
11,5,90,1
11,8,747,1
0,0,60,0
8,0,90,0
11,5,110,1
3,0,20,1
1,5,300,1
8,0,65,1
11,0,255,0
11,3,240,1
11,24,1160,1
11,3,184,0
11,5,154,0
3,5,615,1
0,0,120,1
15,8,739,0
6,0,260,0
7,0,30,0
9,0,193,0
7,0,1969,1
3,0,124,0
4,0,470,1
23,5,225,0
0,3,330,1
9,8,519,1
10,0,162,0
9,0,180,0
10,5,465,1
32,16,920,1
3,0,30,0
0,0,90,0
11,8,754,1
1,0,5,1
1,0,640,1
14,34,1824,1
10,24,610,1
13,2,69,1
7,0,15,1
10,0,45,0
11,5,435,1
10,0,24,0
11,0,3053,0
0,0,76,1
7,0,470,1
2,0,90,1
11,8,330,1
20,0,249,0
25,16,820,1
4,0,159,0
3,0,45,1
0,5,390,1
11,8,370,0
1,0,20,1
3,0,414,0
25,16,1085,1
7,0,320,0
5,0,180,1
17,8,80,1
9,0,60,0
10,0,88,0
21,1,60,0
10,0,51,0
27,0,1169,1
1,0,210,0
11,8,365,1
2,0,76,0
1,0,110,0
8,0,120,0
5,0,60,0
11,3,120,1
11,5,285,1
11,16,547,1
10,8,510,1
0,0,51,1
11,3,214,1
11,2,84,0
8,0,139,0
13,5,236,0
11,8,1153,1
12,2,114,0
1,0,74,1
4,0,20,0
4,0,300,1
10,3,160,1
10,0,270,0
4,0,60,0
11,8,1020,0
1,0,69,1
10,0,118,0
1,0,45,1
10,0,207,0
0,0,240,1
11,3,180,1
11,5,360,0
7,0,12,1
2,0,330,0
4,0,290,1
4,0,30,0
3,0,15,0
14,3,120,1
11,2,103,1
7,0,20,0
0,0,99,1
9,3,459,0
11,8,502,1
2,0,30,0
9,0,105,0
7,8,540,1
8,0,24,0
6,0,210,0
11,5,299,1
11,8,544,1
5,0,15,0
7,0,120,0
0,0,49,1
4,0,190,1
2,0,105,0
17,0,30,0
3,0,150,0
24,2,120,1
2,0,15,1
0,0,173,1
0,0,226,0
7,0,1264,0
8,0,790,1
11,8,420,1
15,0,300,0
12,0,90,1
4,2,34,1
14,5,205,1
11,8,497,0
23,3,10,0
1,0,290,1
13,16,897,1
11,5,220,1
7,0,30,1
3,0,510,1
0,0,30,0
11,16,833,1
8,0,65,0
9,0,420,1
0,0,126,1
2,0,375,1
16,8,470,1
14,2,270,0
25,8,303,0
10,0,90,0
8,0,293,0
9,8,733,1
11,24,2464,0
4,0,1695,1
11,8,440,1
11,3,160,1
13,5,80,0
0,0,70,1
67,8,660,1
0,0,5,0
0,16,249,1
3,0,45,1
11,16,435,1
11,16,120,0
9,0,199,0
22,0,550,1
2,0,20,0
11,2,20,0
11,16,2265,1
4,0,40,1
10,2,90,0
9,0,474,0
2,0,20,0
0,16,829,1
1,0,143,1
14,3,210,0
11,2,156,0
10,0,49,0
12,0,45,0
1,0,45,0
8,0,2560,1
8,0,300,0
11,2,60,0
14,16,747,1
11,8,177,1
11,0,2835,1
3,0,466,0
11,2,139,0
8,0,26,0
11,2,69,0
10,0,45,0
14,2,60,0
16,2,60,0
8,0,20,0
12,5,49,0
8,0,29,0
8,0,60,0
1,0,184,1
2,0,229,0
1,0,60,1
25,8,315,1
7,0,1599,1
13,2,139,0
11,5,110,0
11,5,384,1
11,2,30,1
14,2,40,0
4,0,10,0
10,0,180,0
7,0,1120,1
4,0,40,0
21,2,74,1
7,0,130,0
4,0,1638,1
15,8,205,1
11,3,240,1
7,0,51,0
10,5,214,1
11,2,300,1
11,3,146,1
2,2,73,1
1,0,10,1
4,0,180,1
11,5,280,0
6,0,47,0
0,16,870,1
11,2,42,1
10,0,56,0
17,2,237,1
0,0,34,1
11,0,65,0
10,0,30,0
11,5,300,1
11,0,1179,0
81,2,300,1
11,0,151,1
11,3,127,0
11,2,120,0
9,0,114,0
1,0,531,1
11,2,80,0
1,0,175,0
10,0,84,1
9,0,110,0
15,16,420,0
10,0,833,1
10,2,110,0
11,0,190,0
25,16,960,0
0,0,20,1
7,0,264,1
25,16,1005,0
11,8,1070,1
11,3,130,0
0,0,80,0
0,0,354,0
11,3,210,1
3,0,180,0
108,2,120,1
13,2,90,1
3,0,41,0
11,2,120,0
9,0,320,1
7,0,139,0
4,0,195,1
67,0,930,1
10,3,165,0
25,8,510,1
1,0,228,1
2,0,15,1
4,0,60,0
13,2,90,0
1,0,315,1
8,0,10,0
0,0,297,1
9,0,15,0
3,0,99,1
13,0,21,0
11,3,80,1
10,0,1329,0
10,0,30,0
11,3,143,0
11,2,120,0
11,8,454,1
14,2,75,1
16,5,300,0
9,16,548,1
13,0,57,0
10,0,30,1
14,2,120,1
4,0,55,0
0,0,390,1
3,0,565,1
11,3,409,1
10,3,311,0
3,0,152,0
11,5,450,1
18,3,90,0
10,16,529,1
8,0,68,0
11,8,623,1
0,0,189,0
13,8,381,0
13,0,4399,1
11,5,285,1
14,0,180,1
11,16,365,1
11,0,120,0
13,5,210,1
11,3,120,1
11,2,240,0
16,0,900,0
11,5,285,0
8,0,149,0
10,0,60,0
7,16,355,0
1,0,15,0
8,0,330,0
3,0,500,1
11,16,1974,1
1,0,45,1
17,2,49,0
0,0,30,1
0,0,120,1
0,0,160,0
9,0,240,1
0,0,114,1
12,0,475,1
5,0,65,0
18,0,9754,1
11,2,413,1
9,8,339,1
11,5,240,0
8,0,240,0
53,8,195,1
14,2,15,0
11,5,1080,1
4,0,12,0
0,0,570,1
0,16,970,1
11,2,60,0
2,0,53,0
11,5,455,0
11,0,3188,1
25,16,919,1
11,5,529,1
10,0,480,0
9,0,120,0
11,16,95,1
7,0,60,1
10,0,180,0
25,0,1219,1
11,24,777,1
22,2,10,0
0,0,60,1
51,8,420,1
12,16,1028,1
1,0,225,1
4,0,90,1
11,8,720,0
25,5,540,1
2,8,435,1
7,0,154,0
11,3,78,1
2,0,60,1
8,0,69,0
11,5,360,1
0,0,288,1
0,0,69,1
0,16,325,1
8,0,165,0
10,0,30,0
10,8,1554,1
6,0,262,0
11,3,130,0
10,0,120,0
10,0,120,0
14,2,120,1
14,16,471,1
11,16,889,1
11,5,540,0
13,8,730,0
11,3,160,0
7,0,18,0
11,2,120,0
11,16,695,1
11,2,120,1
3,0,117,0
11,2,119,1
13,16,395,1
3,0,750,1
3,0,1302,1
8,5,540,1
11,2,90,0
137,16,279,1
4,0,20,0
0,0,60,0
16,2,60,0
11,8,739,1
3,0,47,1
0,8,184,1
9,8,480,1
14,3,330,0
8,0,28,0
0,0,244,1
15,5,165,0
8,3,180,1
0,0,69,1
13,3,15,0
2,0,72,0
9,0,34,0
11,8,455,1
11,3,114,0
16,5,240,0
11,0,697,1
13,2,75,1
12,2,15,0
0,0,171,1
11,5,600,1
11,2,30,0
0,0,60,1
16,3,20,0
11,16,720,1
9,0,19,1
3,0,539,0
9,0,75,0
1,0,300,0
8,0,133,0
0,0,149,1
3,0,109,1
14,2,75,1
15,8,510,1
38,16,780,1
2,0,244,1
2,0,414,1
3,0,95,0
11,0,150,0
11,3,304,1
47,0,4628,1
16,2,120,0
19,16,1422,1
9,0,178,0
11,16,849,1
14,0,963,0
3,0,554,1
67,8,1074,1
3,0,150,0
12,3,30,0
25,5,120,1
11,5,300,0
11,16,1199,1
0,0,991,1
0,16,1184,1
10,0,42,0
11,3,97,1
7,0,120,0
25,16,1428,0
11,8,300,0
11,5,300,0
4,0,60,0
10,0,69,1
10,0,30,0
14,8,270,0
9,8,315,1
11,16,780,1
7,0,120,1
1,0,249,1
0,0,120,1
11,5,150,1
11,8,270,1
1,0,180,1
35,0,1235,1
10,0,24,0
10,0,10,0
10,0,87,1
24,5,400,1
4,0,420,1
11,16,535,1
11,5,470,1
12,2,114,0
11,8,279,0
11,8,645,0
11,0,120,1
25,4,300,0
25,8,805,1
5,0,15,1
10,0,153,1
4,0,330,0
1,16,1000,1
7,0,135,0
7,0,10,0
1,0,84,0
11,3,124,0
11,2,10,1
10,0,60,0
10,0,53,1
7,0,60,0
1,0,24,1
1,0,80,0
11,16,694,0
2,0,124,0
11,5,199,1
25,8,365,0
11,3,165,0
3,0,105,0
11,2,103,1
3,0,930,0
11,24,1272,1
3,0,270,1
11,0,15,0
0,16,160,1
11,2,1,1
2,0,41,1
4,0,84,0
14,3,120,1
4,0,390,1
14,8,120,0
9,2,214,0
39,5,260,1
10,0,84,0
10,0,55,0
11,5,120,1
0,0,49,1
0,0,456,1
0,0,300,1
0,0,38,1
10,3,49,0
35,8,177,1
7,0,33,1
11,3,244,1
11,5,300,1
17,2,120,1
13,0,90,0
4,0,45,0
4,0,292,1
0,5,291,1
11,2,80,1
4,0,87,0
11,2,60,0
11,8,345,1
2,0,118,1
11,5,300,1
11,16,2157,1
11,5,319,0
17,0,525,0
11,3,320,1
11,5,90,0
10,0,905,0
7,0,69,0
0,0,364,1
10,0,98,0
13,0,153,0
8,0,840,1
20,5,100,0
10,0,60,0
11,16,1250,1
8,5,300,1
1,0,390,1
11,8,395,1
0,0,122,1
11,5,470,0
13,16,320,1
2,0,595,1
10,0,275,0
8,0,30,1
10,0,225,0
95,8,604,1
21,2,20,0
1,0,20,1
11,16,969,0
0,16,2189,1
11,8,459,1
12,16,294,0
14,2,75,0
4,0,60,0
9,0,124,0
3,0,435,0
9,0,49,0
11,5,540,0
3,0,15,0
39,8,600,1
10,8,760,1
11,0,1751,0
9,5,92,1
9,0,15,0
25,16,794,1
8,0,32,0
10,5,240,0
25,16,1617,1
11,16,614,0
7,0,30,0
11,2,410,0
3,0,390,1
11,2,120,1
7,0,120,1
10,16,1320,1
9,0,135,0
11,5,389,1
10,0,30,0
11,0,529,0
1,0,60,1
13,3,60,1
15,0,845,1
3,0,69,0
20,8,783,0
13,5,330,0
4,0,40,0
0,0,480,1
7,0,60,1
4,0,34,1
1,0,180,0
46,8,480,1
0,0,750,1
11,0,356,1
11,3,180,1
9,0,608,0
7,3,49,1
12,5,225,0
52,8,480,1
0,0,39,1
0,0,359,0
4,0,76,0
0,16,180,1
10,0,2200,1
7,0,165,0
8,0,90,0
8,0,60,0
20,4,175,0
14,16,930,1
11,5,220,0
11,5,457,1
8,0,20,0
0,0,30,1
15,5,240,0
12,0,15,0
1,0,375,1
4,0,139,0
7,0,114,0
9,0,199,0
11,8,350,1
5,0,60,0
10,0,7,0
10,0,120,0
10,0,15,0
9,0,204,0
11,3,180,0
11,0,90,0
23,16,180,1
4,0,60,0
3,0,110,0
3,0,40,0
1,0,80,0
30,8,540,0
0,0,60,1
1,0,60,0
2,0,49,1
0,16,628,1
11,5,227,0
8,0,150,1
11,5,210,1
11,2,78,0
10,0,10,0
11,5,285,0
100,5,150,0
0,0,552,1
11,5,360,1
7,0,92,0
3,0,60,1
14,3,120,1
55,16,750,1
25,8,859,1
0,0,1125,1
25,16,480,1
9,0,120,1
1,0,480,1
1,0,440,1
11,16,958,0
4,0,180,0
8,0,240,0
11,8,1574,1
10,0,30,0
9,0,339,0
3,0,439,1
7,0,60,0
2,0,30,1
10,2,15,0
18,0,270,1
1,0,407,1
10,0,170,0
11,3,128,1
0,0,60,1
9,0,128,0
9,0,34,1
16,2,24,0
11,8,1240,1
2,0,414,1
1,0,270,1
18,16,540,1
14,2,20,0
4,16,705,1
0,0,294,1
22,0,392,0
14,0,413,1
11,8,720,0
0,0,120,0
1,0,180,0
11,8,510,1
8,0,30,0
12,16,240,1
0,0,72,1
11,2,116,0
11,2,69,0
11,2,20,0
0,0,180,1
11,5,475,1
9,0,120,1
8,0,72,0
0,0,60,1
2,0,784,1
11,5,300,0
3,0,120,1
11,3,57,1
10,2,60,0
11,2,5,0
3,0,279,1
11,5,649,0
11,0,720,1
0,0,60,1
6,0,49,1
8,0,489,0
0,0,154,0
3,0,10,0
1,8,311,1
0,3,40,1
11,2,120,1
12,0,270,0
10,0,34,0
21,3,60,0
11,2,30,0
0,0,40,1
1,0,90,0
11,5,240,1
2,0,69,0
11,3,180,1
12,0,41,0
11,2,150,0
11,16,690,1
25,8,640,0
18,0,240,0
11,0,32,0
21,16,285,1
11,8,148,1
11,2,5,1
9,0,60,0
8,0,270,0
15,2,60,0
8,0,60,1
14,0,300,1
2,0,278,1
25,0,480,0
12,0,360,0
8,8,743,0
1,0,240,1
0,3,177,1
44,5,602,1
0,0,34,1
8,0,110,0
3,3,120,1
7,0,160,0
10,24,870,1
15,2,10,0
11,0,30,0
11,8,880,1
1,0,30,0
11,0,120,0
11,8,480,1
16,16,920,1
29,16,1314,1
4,0,34,0
0,0,32,1
21,0,3042,1
11,3,150,1
3,0,24,0
7,0,49,0
0,0,98,1
3,0,120,0
2,0,360,1
3,0,34,0
14,3,180,0
9,2,120,0
3,0,240,1
13,5,210,0
11,8,1149,1
11,5,300,1
8,0,120,0
4,0,150,1
6,0,40,1
26,0,1450,0
1,0,18,0
6,0,192,0
1,0,450,1
2,0,60,1
11,2,73,1
0,0,574,1
4,0,1370,1
4,0,40,1
21,0,149,1
32,0,169,1
8,0,30,0
14,5,180,0
2,0,390,1
1,16,619,1
12,5,327,1
11,16,120,1
11,2,261,0
14,0,410,0
14,16,784,0
11,5,375,0
7,0,30,0
25,8,540,1
17,5,300,0
12,0,75,0
4,0,201,0
9,0,195,1
11,2,120,0
2,0,339,1
10,0,30,0
0,0,40,0
10,0,5,0
3,0,65,0
3,0,20,1
3,24,1014,1
11,0,633,1
4,0,15,1
7,0,600,1
2,0,927,1
7,16,870,1
6,0,105,0
10,0,30,0
11,0,90,0
16,8,452,0
11,2,90,0
14,16,820,0
15,2,120,0
7,0,120,1
10,0,32,1
9,0,90,0
45,0,5,0
11,3,180,1
14,2,60,0
9,0,7,1
0,16,190,1
2,0,77,0
2,0,180,0
1,0,34,1
0,0,218,1
18,12,566,0
4,0,180,0
7,0,65,0
10,0,30,0
11,5,314,1
4,0,5,0
7,0,120,0
0,0,120,1
8,16,390,1
8,0,730,0
3,0,69,0
2,0,390,1
3,0,51,0
11,8,301,0
25,16,390,0
3,0,240,0
11,8,487,0
8,0,62,1
9,0,120,1
39,16,959,1
12,2,105,0
9,24,750,0
3,0,195,0
11,8,1900,1
15,2,39,0
7,0,139,0
13,0,20,0
2,0,120,0
11,8,360,1
11,5,410,1
12,5,180,1
11,3,179,0
11,5,133,1
4,0,720,0
2,0,139,1
4,0,105,0
10,0,5,0
11,8,444,0
7,0,90,1
11,8,240,1
11,3,135,0
11,5,649,1
11,16,600,1
11,0,199,1
9,0,90,0
8,0,60,0
9,5,200,1
11,5,240,1
2,0,120,0
10,5,300,1
12,0,10,0
11,16,1584,1
11,8,794,0
2,0,10,0
11,3,240,1
11,8,390,1
17,3,530,1
9,3,49,1
7,0,20,0
1,0,5,1
11,0,1639,1
4,0,80,0
11,3,270,1
11,3,180,1
1,0,120,1
11,5,290,1
7,0,97,0
11,2,120,0
11,8,221,1
25,8,679,0
11,5,390,1
14,8,264,0
16,2,168,1
0,0,281,1
9,16,1099,1
11,5,300,1
3,0,40,0
0,0,184,1
11,5,804,1
10,16,440,1
9,0,408,0
11,8,375,1
46,16,565,1
8,0,120,1
28,0,180,1
13,8,619,1
3,0,799,0
11,8,2237,1
3,0,150,0
22,2,15,0
10,0,60,0
11,5,515,1
21,1,20,1
10,0,300,1
7,0,5,0
3,0,20,0
14,5,270,0
11,8,354,1
3,0,120,1
3,0,1424,1
2,0,120,0
3,0,150,1
11,5,360,0
8,0,83,1
10,3,180,1
10,0,330,0
0,0,60,0
25,8,499,0
23,5,107,1
-3,0,133,1
2,0,120,1
3,0,90,0
0,0,90,1
4,0,60,0
9,0,30,0
-1,0,150,1
7,0,489,0
11,8,664,1
11,3,60,0
3,8,484,1
3,0,420,0
13,16,1059,1
13,2,15,0
7,0,11,1
46,16,960,0
11,5,384,0
9,16,120,0
11,8,745,1
25,0,360,0
6,0,15,0
2,0,105,0
0,0,972,1
11,3,145,1
0,0,105,0
0,0,1933,1
2,0,30,0
1,0,10,1
2,0,90,0
2,0,1385,1
0,0,120,1
4,0,90,0
19,0,239,1
1,0,21,1
20,2,191,0
67,5,606,1
8,0,10,0
4,0,120,0
10,0,169,1
2,0,10,0
0,0,150,1
11,5,525,1
13,2,124,1
8,0,534,0
11,3,124,1
15,8,90,0
11,8,190,1
11,3,455,1
17,0,30,0
10,0,34,0
2,0,120,0
9,2,120,1
9,5,210,1
11,5,339,1
1,0,99,1
23,3,227,1
12,0,150,0
8,0,294,0
67,5,180,1
9,0,94,0
13,2,113,1
0,16,630,1
11,0,737,0
1,0,40,1
14,5,195,1
2,0,405,0
11,2,34,0
11,2,145,1
11,2,160,0
9,0,565,0
11,3,330,0
11,5,300,0
10,2,30,1
17,3,180,1
11,5,475,1
11,3,110,1
11,0,525,0
4,0,60,1
14,26,747,1
109,16,1080,1
8,0,69,0
7,0,30,0
11,5,390,1
4,16,1145,1
17,8,807,1
0,0,120,0
11,3,190,1
7,0,139,0
1,0,30,1
4,0,184,0
4,0,782,1
11,8,769,1
11,8,414,0
8,0,30,0
-3,0,120,1
8,0,255,0
11,2,69,1
18,8,480,1
10,0,75,0
7,0,214,0
17,8,229,1
23,3,120,0
0,2,99,1
