intervalo,estimativa,resposavel,subtarefas,atrasado
7,0,1,0,0
3,0,1,0,0
3,0,1,0,0
2,0,1,0,1
1,0,1,8,1
14,2,1,0,0
14,5,1,0,0
14,2,1,0,0
14,3,1,1,0
179,3,1,0,1
11,5,1,0,0
179,2,1,0,1
11,5,1,0,0
11,5,1,4,0
11,16,1,0,1
11,2,1,0,0
11,2,1,0,0
0,0,1,0,1
10,3,1,1,0
0,2,1,0,1
5,0,1,0,1
7,0,1,0,0
7,0,1,0,0
7,0,1,0,0
4,0,1,0,0
4,0,1,0,0
4,0,1,0,0
2,0,1,0,0
11,16,1,0,1
11,5,1,0,0
137,0,1,0,1
11,0,1,0,0
25,16,1,0,1
25,8,1,0,1
0,0,1,0,1
18,0,1,0,1
4,0,1,0,1
0,0,1,0,0
17,0,1,0,1
0,0,1,0,1
20,4,1,0,1
0,4,1,0,1
0,0,1,0,1
35,16,1,7,1
35,16,1,6,1
4,0,1,0,0
28,5,1,0,1
11,5,1,0,0
3,0,1,0,1
10,0,1,0,0
5,0,1,0,1
5,0,1,0,1
18,2,1,0,1
18,16,1,10,1
10,0,1,0,1
29,8,1,0,1
3,0,1,0,0
14,2,1,0,0
14,2,1,0,0
14,2,1,0,0
14,2,1,0,0
14,2,1,0,0
11,16,1,7,1
25,16,1,0,1
25,8,1,0,1
11,0,1,0,0
11,0,1,0,0
11,0,1,0,0
10,0,1,0,1
10,0,1,0,1
24,5,1,0,1
23,5,1,0,1
9,0,1,0,0
8,2,1,0,1
8,0,1,0,0
8,0,1,0,0
3,0,1,0,0
4,8,1,4,1
4,8,1,1,1
4,16,1,1,1
25,8,1,1,0
8,0,1,0,1
3,0,1,0,1
3,0,1,0,1
16,8,1,9,1
1,0,1,0,1
0,0,1,3,1
11,3,1,0,0
0,0,1,0,1
11,2,1,2,0
11,8,1,0,1
11,3,1,0,1
11,8,1,2,1
38,16,1,11,1
10,0,1,0,0
10,0,1,0,1
10,0,1,0,0
9,0,1,0,0
8,0,1,0,0
3,0,1,0,1
4,0,1,0,0
11,16,1,0,1
11,5,1,1,0
11,2,1,1,0
17,0,1,1,0
1,0,1,0,0
8,0,1,0,0
8,0,1,0,0
8,0,1,0,0
11,16,1,2,1
11,5,1,3,1
