id,intervalo,estimativa,responsavel,totalsub,prioridade,minutos,atrasado
22502,22,5,1,2,0,240,1
23830,14,3,1,0,0,30,1
10328,11,3,1,3,0,581,1
11822,14,16,1,2,0,1060,0
11988,32,16,1,4,0,645,0
16067,11,5,1,7,0,565,1
20146,9,5,1,2,0,540,1
11679,0,0,1,0,0,560,1
11845,11,2,1,0,0,90,0
15048,3,0,1,0,1,120,0
20003,8,0,1,0,0,73,0
20999,11,2,1,0,0,113,0
22542,16,8,1,7,0,720,1
8121,11,0,1,0,0,180,0
8456,2,0,1,0,0,58,0
14195,13,16,1,0,0,641,1
15781,10,0,1,0,2,12,0
16777,25,0,0,0,0,870,0
12057,4,0,1,0,0,150,1
12180,10,0,1,0,0,180,0
13717,15,8,1,0,0,140,1
14762,4,0,1,0,0,30,0
15758,11,8,1,0,0,380,1
20713,11,5,1,3,0,420,1
21709,11,2,1,0,1,141,0
21832,11,0,1,0,0,180,1
9993,11,2,1,0,0,70,1
13319,2,0,1,0,0,80,1
15240,25,5,1,3,0,390,0
17155,14,0,1,0,2,40,0
18649,10,0,1,0,0,10,0
19319,11,8,1,1,0,181,1
16093,0,0,0,0,1,130,0
13368,11,8,1,5,0,550,1
16442,0,0,0,0,0,60,0
17447,2,0,1,0,0,71,1
12014,14,2,1,0,0,30,0
13219,9,0,1,0,0,150,0
18088,11,5,1,0,0,300,1
21875,0,0,0,0,0,35,1
8413,7,3,1,0,0,270,0
16820,11,8,1,2,0,360,1
8556,11,8,1,0,0,460,1
9054,10,0,1,0,0,480,0
9681,9,0,1,0,0,60,1
12884,1,0,1,0,0,225,1
15005,39,8,1,6,0,405,0
17212,11,3,1,0,2,810,0
21540,16,0,0,0,0,2636,1
10534,25,3,1,0,0,252,1
14613,4,0,1,0,0,115,1
14948,11,2,1,0,0,10,0
19027,11,2,1,0,0,100,0
10926,9,0,1,0,0,131,1
12549,11,3,1,0,0,105,1
15340,1,0,1,0,1,135,1
16963,8,0,1,0,1,105,0
16926,0,16,1,0,0,930,1
13325,15,0,1,0,0,1200,0
18400,0,0,0,0,0,324,1
19817,9,0,1,0,0,240,0
10136,1,0,1,0,0,175,1
11261,67,16,1,0,0,644,1
12300,4,0,1,0,0,60,0
14464,11,8,1,0,0,350,1
16628,7,0,1,0,0,34,0
17753,1,0,1,0,2,40,1
15589,91,5,1,3,0,250,0
18792,10,0,1,0,0,390,0
22628,11,5,1,1,0,300,1
8954,11,5,1,0,0,300,0
11118,1,0,1,4,0,602,1
12200,32,8,1,0,0,360,1
14364,8,0,1,0,1,60,0
15197,0,0,1,0,1,140,1
20856,8,0,1,2,0,240,0
14756,7,0,1,0,0,95,0
15297,10,0,1,0,1,130,0
17461,0,0,1,0,0,120,1
19084,1,0,1,0,0,70,1
21248,0,0,0,0,0,1462,1
21297,11,5,1,0,0,960,1
12332,29,8,0,0,0,635,0
13328,15,16,0,0,0,275,1
13660,6,0,1,0,0,475,1
17573,0,0,0,0,0,15,1
21818,0,0,1,4,0,360,1
21154,7,0,1,0,0,40,0
13019,15,5,1,0,0,120,0
14347,11,0,1,0,0,251,0
15558,9,0,1,0,2,150,0
15890,4,0,1,0,1,30,0
20513,11,16,0,0,0,1130,1
9793,11,2,1,0,0,45,0
13042,11,5,1,3,0,270,1
14038,12,5,1,0,0,306,0
14539,11,0,1,0,0,33,0
14370,8,0,1,0,1,75,0
14871,21,0,0,0,0,545,1
16199,37,5,1,0,0,330,0
18784,10,0,1,0,0,30,0
19116,11,16,0,0,0,532,1
13852,9,8,1,3,0,635,1
13520,25,0,1,0,0,75,1
15389,10,5,1,0,0,465,1
9584,4,16,1,0,0,1440,1
12163,11,2,1,0,0,180,0
16076,11,16,1,0,2,1365,0
17078,7,0,0,0,0,311,1
9484,16,5,1,0,0,180,1
16099,11,16,1,0,0,950,1
17427,3,0,1,1,1,10,1
17765,1,0,1,0,1,180,1
19093,7,0,1,0,0,1020,0
19634,11,0,0,0,0,350,1
20304,1,0,1,4,0,420,1
21632,11,0,1,9,0,1010,1
11127,11,8,1,0,0,1872,1
12455,7,8,1,0,0,40,1
15040,3,0,1,0,0,183,1
18283,0,0,0,0,0,195,1
11645,10,0,1,0,0,120,0
12432,11,8,1,8,0,600,1
16391,11,0,1,0,0,1448,1
16809,4,0,1,0,0,370,0
17055,3,0,1,0,1,50,0
18801,10,0,1,0,0,30,0
14330,26,0,0,0,0,1405,1
15658,6,0,0,0,1,25,1
17579,0,0,0,0,0,10,1
19903,11,2,1,0,0,144,1
21824,0,0,0,0,0,242,0
23152,11,2,1,0,0,30,1
13560,13,5,1,0,0,405,0
17888,8,0,1,0,0,230,0
18515,1,0,1,0,0,423,1
22511,7,0,1,0,0,78,1
22050,13,0,1,0,0,300,0
8628,10,2,1,0,0,51,0
9375,2,0,1,0,0,150,1
9707,22,5,1,0,0,150,0
12624,17,0,1,0,0,135,0
19202,0,0,0,0,0,180,1
20530,11,5,1,0,0,225,1
23530,4,0,1,0,2,170,1
13643,21,16,0,0,0,335,1
14639,32,16,0,0,0,240,1
18266,14,5,1,0,0,164,1
19594,8,0,1,0,0,41,0
20344,0,8,0,0,0,245,1
9916,6,16,1,0,0,504,1
10503,29,2,1,0,0,120,0
11831,14,2,1,0,0,30,0
13746,11,8,1,0,0,480,0
21572,0,3,1,0,1,100,1
15080,1,8,1,0,0,2045,1
16408,11,2,1,0,1,15,0
18074,11,8,1,0,0,1100,0
18323,10,0,1,0,0,240,0
20736,11,0,0,0,0,618,0
9275,10,0,1,0,0,90,0
11144,11,16,1,0,0,965,1
14144,4,0,1,0,0,1080,1
15472,25,0,0,0,0,1036,1
22302,2,0,1,0,0,520,0
23587,14,5,1,0,0,180,1
15767,11,16,1,3,0,960,1
17636,0,0,1,0,1,145,1
20095,11,8,1,4,0,220,0
12372,11,8,1,0,0,319,1
17287,14,0,0,0,0,682,1
17782,0,0,1,0,0,390,1
11731,0,0,1,0,0,51,1
17387,4,0,1,0,0,174,0
19010,11,2,1,0,0,120,0
8336,11,0,1,0,0,200,0
12083,21,16,1,0,0,300,0
16494,10,0,1,0,0,30,0
17656,4,0,1,0,1,300,0
20739,53,8,1,0,2,60,1
9355,4,0,1,0,0,250,0
10351,11,8,1,0,0,509,1
11562,2,0,1,0,0,100,1
16351,1,0,1,0,0,15,1
18724,11,0,0,0,0,125,1
19720,11,2,1,1,0,30,1
20882,7,0,1,0,0,60,1
8714,11,8,1,0,0,570,1
10211,10,0,1,0,0,110,0
14453,25,0,0,0,0,1246,1
14788,1,0,1,0,0,120,0
19199,11,2,0,0,0,60,1
9733,0,16,1,0,0,300,1
14430,4,0,1,0,1,300,1
11748,25,8,0,0,0,1275,0
13912,6,0,1,0,1,150,0
14665,24,0,0,0,0,930,1
17327,8,0,1,0,2,176,0
22568,1,0,1,0,0,150,1
6650,289,8,1,0,0,875,0
12601,7,0,1,0,0,180,0
13812,13,5,1,0,0,20,1
15306,10,0,1,0,1,45,0
15976,16,5,1,0,0,135,0
23421,11,5,1,0,0,300,1
9876,17,3,1,0,0,220,1
12458,7,16,1,0,0,900,1
13291,4,0,1,0,0,2339,1
14622,4,0,1,0,0,506,1
15455,11,8,1,4,0,510,0
22611,11,3,1,0,0,240,1
8522,4,0,1,0,0,103,0
11940,8,0,1,0,0,145,0
13391,10,8,1,0,0,300,0
14645,11,5,1,0,0,40,1
16637,11,0,0,0,0,691,0
17178,0,16,0,0,0,792,1
20596,0,8,0,0,0,370,1
11662,0,0,1,0,0,343,1
17662,4,0,1,0,2,157,1
17413,3,0,1,0,2,210,0
11021,8,0,1,0,0,30,0
14353,8,0,1,0,1,40,0
21884,3,0,1,0,0,512,0
8957,11,16,1,0,0,868,0
10878,15,2,1,0,0,30,0
12289,8,0,1,0,0,210,0
14957,25,0,0,0,0,150,1
16617,7,0,1,0,1,45,0
17948,11,16,1,0,0,738,1
11897,11,8,1,0,0,490,0
11270,95,16,1,4,0,720,1
12893,14,8,1,0,0,250,0
16225,7,0,1,0,1,233,0
17221,0,1,1,0,0,30,0
19926,11,5,1,0,0,256,1
21549,1,0,1,0,0,75,0
11997,3,8,1,3,0,530,1
14161,0,16,0,0,0,553,1
16325,1,0,1,0,0,165,1
9441,2,0,1,0,0,90,1
9982,28,2,1,0,0,120,1
11605,0,0,1,0,0,189,1
15933,3,0,1,0,1,60,0
18097,11,5,1,0,0,180,0
20261,2,0,1,1,0,40,0
21300,11,3,1,0,0,180,1
22425,10,0,1,0,1,358,0
23464,10,5,1,0,0,460,1
7626,151,5,1,0,0,300,0
9790,11,0,1,0,0,90,0
11705,0,0,1,0,0,60,1
13869,8,0,1,0,2,60,0
15790,10,0,1,0,0,550,1
16033,0,0,1,0,2,90,0
17364,7,0,1,0,0,30,0
9149,10,5,1,0,0,300,0
9690,23,5,1,0,0,300,0
11854,10,0,1,0,0,60,0
13477,6,0,1,0,0,90,0
14018,9,3,1,0,0,265,1
17805,11,5,1,0,0,322,1
22133,11,5,1,0,0,438,0
23756,11,5,1,0,0,725,1
8253,9,0,1,0,0,120,0
12166,25,8,0,0,0,685,1
19660,4,0,1,0,2,350,0
12189,8,0,1,0,0,125,0
13517,11,16,1,1,0,440,1
14728,8,0,1,0,1,50,0
15392,10,8,1,0,0,630,1
16720,9,5,1,0,0,654,1
17052,3,0,1,0,1,30,0
20679,7,0,1,0,0,30,1
21675,0,0,1,0,2,174,1
22886,11,16,1,0,0,2760,1
17121,1,0,1,0,1,60,0
11147,25,5,1,1,0,1462,1
12807,11,5,1,0,0,250,0
12475,3,0,1,0,0,460,0
22385,11,0,1,0,0,540,1
22176,9,0,1,0,0,505,0
23713,0,0,1,0,0,180,1
16102,0,0,0,0,0,15,1
16434,0,0,0,0,0,110,1
17762,8,0,1,0,2,257,0
21180,11,5,1,0,0,935,1
6501,316,4,1,0,0,339,0
12999,2,0,1,0,0,20,1
14327,12,3,1,0,0,120,1
16242,4,0,1,0,0,30,0
9650,11,24,1,0,0,1430,1
11648,0,0,1,0,0,230,1
15601,11,5,1,0,0,125,0
18263,56,16,0,0,0,178,0
