id,intervalo,estimativa,responsavel,totalsub,urgente,alta,tempoGasto,classe,Melhoria/Funcionalidade,Defeito,Tarefa,Defeito do Cliente,Cash,Task,Planejado,Não Planejado,Mobile,Backend,high,frontend,Planejada,Não Planejada,Outros
9428,15840,0,9.333333333333334,0,0,0,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9437,2880,960,7.0,2,0,0,625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9446,10080,0,6.0,0,0,0,290,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9460,5760,0,6.0,0,0,0,150,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9461,5760,0,6.0,0,0,0,120,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9462,5760,0,6.0,0,0,0,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9463,25920,300,6.0,0,0,0,240,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9471,4320,0,0,0,0,0,540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9488,21600,960,0,0,0,0,720,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9493,21600,120,9.333333333333334,0,0,0,120,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
9494,41760,120,6.0,0,0,0,120,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6529,467520,300,7.333333333333333,0,0,0,260,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
7121,136800,3120,8.666666666666666,0,0,0,2069,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7362,213120,300,6.0,0,0,0,426,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7416,204480,60,6.0,0,0,0,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7457,194400,480,7.333333333333333,0,0,0,1273,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
7505,164160,0,7.333333333333333,0,0,0,1120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7621,4320,240,5.666666666666667,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7640,43200,180,9.333333333333334,0,0,0,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7663,36000,240,8.666666666666666,0,0,0,240,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7664,36000,960,9.333333333333334,0,0,0,1315,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7673,15840,120,9.333333333333334,0,0,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7674,106560,960,9.333333333333334,0,0,0,596,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
7675,15840,180,9.333333333333334,0,0,0,126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7680,14400,0,8.666666666666666,0,0,0,180,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7682,34560,1200,9.333333333333334,0,0,0,1411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7683,14400,0,8.666666666666666,0,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7723,51840,480,0,0,0,0,533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8091,21600,240,9.333333333333334,0,0,0,270,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8092,21600,300,8.666666666666666,0,0,0,270,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8098,21600,240,8.666666666666666,0,0,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8099,1440,0,9.333333333333334,0,0,0,30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8101,21600,240,8.666666666666666,0,0,0,180,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8114,15840,780,9.333333333333334,0,0,0,770,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8115,15840,960,9.333333333333334,0,0,0,240,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
8116,36000,240,8.666666666666666,0,0,0,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8117,15840,240,0,0,0,0,240,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8118,15840,960,0,0,0,0,655,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8123,15840,0,9.333333333333334,0,0,0,191,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8132,12960,0,9.333333333333334,0,0,0,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8133,12960,0,9.333333333333334,0,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8134,12960,0,9.333333333333334,0,0,0,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8141,11520,0,9.333333333333334,0,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8156,10080,0,8.666666666666666,0,0,0,180,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8176,5760,0,8.666666666666666,0,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8182,4320,0,8.666666666666666,0,0,0,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8184,84960,0,7.333333333333333,0,0,0,124,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8190,2880,0,9.333333333333334,0,0,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8191,2880,0,9.333333333333334,0,0,0,180,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8192,2880,0,9.333333333333334,0,0,0,80,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8193,2880,0,9.333333333333334,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8201,1440,0,9.333333333333334,0,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8206,1440,0,8.666666666666666,0,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8207,1440,0,9.333333333333334,0,0,0,250,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8225,76320,0,6.0,0,0,0,1203,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
8226,15840,300,8.666666666666666,0,0,0,300,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8231,15840,960,0,0,0,0,1211,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8232,15840,300,8.666666666666666,0,0,0,750,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8234,15840,480,8.666666666666666,0,0,0,480,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8235,15840,180,9.333333333333334,0,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8248,14400,0,8.666666666666666,0,0,0,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6650,415680,480,9.333333333333334,0,0,0,875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7821,90720,60,6.0,0,0,0,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7826,110880,180,7.333333333333333,0,0,0,238,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7827,20160,120,9.333333333333334,0,0,0,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7829,110880,720,6.0,0,0,0,1594,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7843,66240,960,8.666666666666666,0,0,0,960,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
7854,14400,1440,8.666666666666666,0,0,0,870,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7860,105120,1440,8.666666666666666,0,0,0,1470,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7862,64800,480,9.333333333333334,0,0,0,545,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7918,10080,0,9.333333333333334,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7929,5760,0,9.333333333333334,0,0,0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7977,25920,0,8.666666666666666,0,0,0,270,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7979,25920,1200,9.333333333333334,0,0,0,861,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7980,25920,720,9.333333333333334,0,0,0,567,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7993,24480,1920,8.666666666666666,0,0,0,2505,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8003,21600,0,9.333333333333334,0,0,0,320,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8005,61920,0,9.333333333333334,0,0,0,149,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8012,21600,0,9.333333333333334,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8055,11520,240,9.333333333333334,0,0,0,175,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8068,20160,2040,0,8,0,0,1825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8069,20160,1560,0,3,0,0,747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8398,12960,0,8.666666666666666,0,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8413,10080,180,6.0,0,0,0,270,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8414,10080,480,7.333333333333333,0,0,0,497,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8444,2880,0,9.333333333333334,0,0,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8445,2880,0,7.333333333333333,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8447,123840,300,8.666666666666666,0,0,0,300,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8448,2880,0,6.0,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8456,2880,0,7.333333333333333,0,0,0,58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8461,1440,0,6.0,0,0,0,180,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8462,1440,0,9.333333333333334,0,0,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8463,21600,480,9.333333333333334,0,0,0,1153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8470,15840,300,9.333333333333334,0,0,0,285,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8472,15840,300,6.0,0,0,0,455,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8473,15840,960,8.666666666666666,0,0,0,1080,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8478,15840,0,8.666666666666666,0,0,0,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8479,15840,0,9.333333333333334,0,0,0,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8480,15840,0,6.0,0,0,0,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8481,15840,0,7.333333333333333,0,0,0,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8486,14400,0,8.666666666666666,0,0,0,510,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8488,14400,960,0,0,0,0,848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8496,12960,0,9.333333333333334,0,0,0,231,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8497,12960,0,7.333333333333333,0,0,0,647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8498,12960,0,7.333333333333333,0,0,0,128,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8521,5760,0,8.666666666666666,0,0,0,180,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8522,5760,0,7.333333333333333,0,0,0,103,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8523,5760,0,9.333333333333334,0,0,0,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8528,24480,480,7.333333333333333,0,0,0,514,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8536,20160,0,6.0,0,0,0,60,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8539,40320,960,8.666666666666666,0,0,0,480,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8540,20160,180,0,0,0,0,37,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8548,15840,60,9.333333333333334,0,0,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8554,15840,120,9.333333333333334,0,0,0,90,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8555,15840,1740,6.0,0,0,0,1549,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
8556,15840,480,6.0,0,0,0,460,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8579,10080,120,6.0,0,0,0,120,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8590,4320,0,9.333333333333334,0,0,0,150,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8597,20160,180,9.333333333333334,0,0,0,180,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8604,15840,120,7.333333333333333,0,0,0,116,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8605,4320,0,9.333333333333334,0,0,0,120,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8606,15840,120,6.0,0,0,0,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8612,36000,960,9.333333333333334,0,0,0,1884,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8613,15840,960,9.333333333333334,0,0,0,759,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8628,14400,120,7.333333333333333,0,0,0,51,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8629,14400,120,6.0,0,0,0,330,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8638,12960,180,6.0,0,0,0,460,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8639,12960,960,0,0,0,0,486,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8640,12960,120,6.0,0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8654,12960,300,7.333333333333333,0,0,0,224,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8656,12960,0,7.333333333333333,0,0,0,409,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8682,5760,0,7.333333333333333,0,0,0,111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8687,5760,0,8.666666666666666,0,0,0,1370,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8689,5760,0,0,0,0,0,384,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8713,15840,300,9.333333333333334,0,0,0,355,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8714,15840,480,8.666666666666666,0,0,0,570,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8720,15840,1440,7.333333333333333,0,0,0,1704,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8721,15840,1440,6.0,0,0,0,778,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8722,56160,180,7.333333333333333,0,0,0,64,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8723,15840,960,6.0,0,0,0,960,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8740,14400,0,9.333333333333334,0,0,0,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8747,12960,0,8.666666666666666,0,0,0,120,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8258,53280,1440,6.0,0,0,0,150,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8266,31680,480,9.333333333333334,0,0,0,480,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
